Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_adm,integer_adm_num,integer_adm_den,integer_adm_num_scale0,integer_adm_den_scale0,integer_adm_num_scale1,integer_adm_den_scale1,integer_adm_num_scale2,integer_adm_den_scale2,integer_adm_num_scale3,integer_adm_den_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,integer_vif,integer_vif_num,integer_vif_den,integer_vif_num_scale0,integer_vif_den_scale0,integer_vif_num_scale1,integer_vif_den_scale1,integer_vif_num_scale2,integer_vif_den_scale2,integer_vif_num_scale3,integer_vif_den_scale3,integer_motion3,vmaf,
65,0.484920,0.162633,0.769176,0.546376,0.541820,0.484920,2447.888803,5048.026928,187.137152,1150.674328,480.342974,624.490082,852.130644,1559.604645,928.278032,1713.257874,4706.189118,4706.189118,0.284723,0.419383,0.428750,0.420669,0.305032,15126255.081152,49589090.818848,12018135.473569,42209901.368164,2362572.527249,5633448.637207,592516.097037,1381960.691406,153030.983296,363780.122070,4706.189118,100.000000,
66,0.441609,0.167932,0.758529,0.428953,0.506237,0.441609,2617.433686,5927.033764,196.669002,1171.125187,524.026429,690.845863,894.420781,2085.124542,1002.317475,1979.938171,4787.253368,4793.785185,0.359169,0.392377,0.399278,0.387368,0.364855,17139180.718883,46975353.241211,14071578.892785,39178172.345215,2333290.499976,5946552.713867,584573.775151,1464076.801270,149737.550971,386551.380859,4787.253368,100.000000,
67,0.503979,0.168313,0.814690,0.518446,0.579523,0.503979,2965.432640,5884.043747,196.840265,1169.492699,557.255255,684.009010,1056.432109,2037.689011,1154.905011,1992.853027,4758.956974,4787.253368,0.412726,0.447012,0.455129,0.443281,0.418561,19689334.209722,47040559.386230,16235078.651133,39336193.263672,2626537.073068,5875769.149414,658259.627785,1446313.537598,169458.857736,382283.435547,4758.956974,100.000000,
68,0.539141,0.169965,0.838846,0.590211,0.610169,0.539141,3012.892277,5588.317986,197.486164,1161.919945,557.117219,664.147125,1103.679897,1869.973694,1154.608997,1892.277222,4758.956974,4758.956974,0.329161,0.462679,0.468959,0.457161,0.350035,17353780.262538,49577281.498047,13784785.758998,41878588.803223,2715529.720232,5869139.912109,678284.413452,1446360.783691,175180.369856,383191.999023,4758.956974,100.000000,
69,0.693295,0.170929,0.884385,0.815732,0.804555,0.693295,4118.212376,5940.054512,199.448048,1166.845863,607.680867,687.122223,1722.637700,2111.769592,1588.445761,1974.316833,4782.665546,4782.665546,0.703805,0.646791,0.661913,0.661213,0.694933,32772128.704163,47158667.601562,27682049.107656,39331983.595215,3859397.581109,5966991.647949,973354.733203,1470517.720215,257327.282196,389174.638184,4782.665546,100.000000,
70,0.513605,0.172287,0.789213,0.561211,0.565136,0.513605,3085.975328,6008.457230,202.683001,1176.426682,565.408482,716.420975,1143.296874,2037.194839,1174.586972,2078.414734,4811.667993,4811.667993,0.442861,0.437477,0.449078,0.438025,0.442321,20125442.165638,45499619.000000,16727584.991552,37771626.308105,2578822.033579,5894759.867188,651428.631649,1450591.028809,167606.508857,382641.795898,4811.667993,100.000000,
71,0.502495,0.171310,0.781532,0.527127,0.569115,0.502495,3041.221205,6052.242111,201.909647,1178.623932,567.458228,726.084503,1111.939265,2109.433578,1159.914065,2038.100098,4805.326889,4819.130524,0.420735,0.417538,0.428595,0.417756,0.420548,19440052.716601,46225576.060059,16161113.778534,38411606.325195,2488018.501642,5958787.707031,628964.771239,1467502.049316,161955.665187,387679.978516,4805.326889,100.000000,
72,0.839802,0.179206,1.000000,1.000000,1.000000,0.839802,5037.817275,5998.813801,209.815925,1170.811497,695.841570,695.841705,2046.578682,2046.579117,2085.581098,2085.581482,4805.326889,4805.326889,1.000000,0.999999,0.999999,0.999999,1.000000,46108556.255221,46108568.431641,38330441.989115,38330446.187500,5933927.144969,5933933.318359,1459623.329783,1459624.856445,384563.791355,384564.069336,4805.326889,100.000000,
73,-nan,-nan,0.790200,0.547510,0.585976,-nan,-nan,6023.467510,-nan,1187.768101,597.311866,755.899757,1110.471542,2028.223236,1202.174915,2051.576416,4839.617487,4839.617487,0.433351,0.440270,0.455449,0.445408,0.435043,19954637.221627,45868159.114258,16520253.752421,38122099.117676,2601750.537907,5909448.040039,661866.483093,1453218.543945,170766.448206,383393.412598,4839.617487,nan,
74,0.514304,0.172944,0.784564,0.561816,0.563901,0.514304,3101.745402,6030.959370,205.660704,1189.174152,604.315051,770.256317,1123.754879,2000.217133,1168.014769,2071.311768,4844.726747,4844.726747,0.425662,0.415930,0.427934,0.415885,0.424384,19676796.685262,46365556.869629,16365032.969335,38446105.107910,2512438.144362,6040533.099121,636165.941796,1486599.738281,163159.629770,392318.924316,4844.726747,100.000000,
75,0.475130,0.177408,0.774211,0.537825,0.476464,0.475130,2817.732490,5930.441456,212.077898,1195.423138,606.149552,782.925179,1020.902980,1898.206848,978.602061,2053.886292,4855.679149,4882.626376,0.426633,0.359228,0.369785,0.361006,0.414796,18526493.452634,44664148.090820,15602871.267316,36572103.443359,2217872.840469,6173996.255859,561154.035709,1517514.434082,144595.309139,400533.957520,4855.679149,100.000000,
76,0.667730,0.180913,0.911937,0.750245,0.776504,0.667730,3998.385044,5988.023304,214.647305,1186.466221,723.923717,793.830536,1491.452115,1987.954147,1568.361907,2019.772400,4855.679149,4855.679149,0.603145,0.578140,0.591734,0.589377,0.599284,26991611.469234,45039733.514648,22378193.574128,37102526.983887,3503377.802973,6059738.877930,879682.895287,1486619.291504,230357.196846,390848.361328,4855.679149,100.000000,
77,0.438043,0.177523,0.722632,0.510671,0.414637,0.438043,2557.827081,5839.217827,212.665634,1197.959053,581.787041,805.094238,918.656625,1798.919540,844.717781,2037.244995,4886.527789,4903.314718,0.424431,0.350587,0.359175,0.351356,0.410858,17698732.094257,43077456.682129,14846288.075307,34979258.628418,2168284.455558,6184727.434082,544341.316294,1515531.216309,139818.247098,397939.403320,4886.527789,100.000000,
78,0.509611,0.177620,0.784337,0.581597,0.532856,0.509611,2981.611220,5850.762257,212.648550,1197.213810,618.496530,788.559296,1085.649859,1866.671432,1064.816282,1998.317719,4839.617487,4886.527789,0.452609,0.422415,0.436378,0.428358,0.447770,19788714.004577,44193894.290527,16455678.472247,36357396.936035,2527264.019176,5982894.597656,640172.408778,1467012.679688,165599.104377,386590.077148,4839.617487,100.000000,
79,0.480615,0.179511,0.799058,0.525524,0.493211,0.480615,2894.966954,6023.467510,213.217918,1187.768101,604.007792,755.899757,1065.880974,2028.223236,1011.860270,2051.576416,4839.617487,4839.617487,0.406369,0.393979,0.408119,0.401073,0.404784,18566692.484569,45868159.114258,15491640.143902,38122099.117676,2328197.739624,5909448.040039,593085.921214,1453218.543945,153768.679829,383393.412598,4839.617487,100.000000,
